# time, state0, state1, state2, state3, state4, control0, control1, 
0.000000000000000000e+00,6.371000000000000000e+06,0.000000000000000000e+00,8.930483597548352622e-21,3.927687438052143482e-20,1.000000000000000000e+05,1.396828634237753227e+06,4.548409317645849078e+05
9.650326831806523842e-01,6.371001925052539445e+06,3.425233774222057369e-07,3.987246839077021932e+00,4.561549515649967468e+00,9.963849137117961072e+04,1.389730016874986235e+06,4.796856962756452267e+05
3.232455404965946855e+00,6.371021764185331762e+06,3.902443713274592589e-06,1.357068611006196335e+01,1.542510382661088286e+01,9.878817520147276809e+04,1.392866989800381940e+06,4.729819083451495389e+05
6.788713825403817737e+00,6.371097225174767897e+06,1.738172256641969368e-05,2.887916776664918928e+01,3.315714056023465162e+01,9.745510116340439708e+04,1.378139120516655268e+06,5.133826786259287037e+05
1.162361971665029614e+01,6.371287566937925294e+06,5.252841046684158963e-05,4.990799524719973590e+01,5.986958022449415040e+01,9.564166914938167611e+04,1.361825197015819605e+06,5.560948913799186703e+05
1.772364848098044376e+01,6.371673689626745880e+06,1.271065520325492153e-04,7.674897101651590958e+01,9.645374293674316846e+01,9.335521923202853941e+04,1.342108786474234425e+06,6.013608293778088409e+05
2.507178429238700801e+01,6.372358090836757794e+06,2.657794050156506334e-04,1.095709204798275636e+02,1.447706279943427887e+02,9.059884569757935242e+04,1.317624389232975896e+06,6.539604609644423472e+05
3.364754139317722093e+01,6.373461788557647727e+06,5.012406944129011149e-04,1.478470953912528216e+02,2.060236750441219726e+02,8.738499162184169109e+04,1.288563612858207896e+06,7.085945561688847374e+05
4.342701532679473075e+01,6.375122137922087684e+06,8.751360099229840836e-04,1.916085644511605039e+02,2.827046602454373101e+02,8.371619319152571552e+04,1.248329733174932422e+06,7.780975731277699815e+05
5.438294781242404952e+01,6.377485767973621376e+06,1.440983310592738225e-03,2.400689074987467677e+02,3.772831604701885908e+02,7.961167440720884770e+04,1.211762931954932865e+06,8.324829893569296692e+05
6.648480208684230774e+01,6.380732177963734604e+06,2.263490179423764855e-03,2.968771658185493720e+02,4.921753297263823583e+02,7.507117633670363284e+04,1.165774016826153034e+06,8.970316096735477913e+05
7.969884775471422245e+01,6.385057607460309751e+06,3.431347654868494024e-03,3.571076299710481408e+02,6.413047717763688524e+02,7.012289444746580557e+04,1.065735606162836310e+06,1.012285339013499906e+06
9.398825468162073093e+01,6.390620490903455764e+06,5.079805625405043462e-03,4.221037176157839212e+02,8.385235231852603874e+02,6.475934031827700528e+04,9.854724201994155301e+05,1.092009995385216549e+06
1.093131955868198588e+02,6.397660897388819605e+06,7.381708192564974229e-03,4.989885512013044035e+02,1.089355313970490442e+03,5.902573530125767866e+04,9.322277962004737929e+05,1.136766063041968271e+06
1.256309570174976216e+02,6.406642970677922480e+06,1.054701169418368299e-02,6.073802869876468549e+02,1.400992800265092001e+03,5.291412206017079006e+04,9.158059041352954227e+05,1.119221959247569786e+06
1.428960583811697802e+02,6.418269576265895739e+06,1.479015865326447320e-02,7.388762387867249117e+02,1.750083885827102449e+03,4.695127964300684107e+04,7.868169533936724765e+05,9.617158698853669921e+05
1.610603786979033316e+02,6.432884950728338212e+06,2.023623341627401803e-02,8.691961445031492985e+02,2.099133396881815315e+03,4.170843263607050903e+04,6.653722875291239470e+05,7.930324038575553568e+05
1.800732907158129024e+02,6.450600285593682900e+06,2.694144853794705821e-02,9.890566704366517570e+02,2.439000183089708571e+03,3.717714116285428463e+04,5.205904246467921184e+05,6.416059076523194090e+05
1.998818020143163494e+02,6.471099236670817249e+06,3.489983694707262524e-02,1.074226071367039822e+03,2.741940928593419358e+03,3.356376137993243901e+04,3.943831451319333864e+05,4.756409391709920019e+05
2.204307027009331819e+02,6.493785208884250373e+06,4.400967845962557717e-02,1.128736359863412645e+03,2.997871178381563823e+03,3.071804946361757538e+04,3.074126170013700612e+05,3.656337271669204929e+05
2.416627192894369500e+02,6.518128055928102694e+06,5.416516009638168427e-02,1.162610277840278968e+03,3.219385299739775746e+03,2.839812661010244847e+04,2.619181945587805822e+05,2.871782997460815241e+05
2.635186743301568413e+02,6.543850347760889679e+06,6.526750778539065767e-02,1.188241591679253816e+03,3.409763279807135405e+03,2.643698111425346724e+04,2.153688600726487639e+05,2.234734776306239655e+05
2.859376513473242198e+02,6.570507274996607564e+06,7.719715111271227559e-02,1.183980091468562023e+03,3.560131534782487961e+03,2.493011776268099493e+04,1.591550982431078446e+05,1.545068808794185170e+05
3.088571646236314336e+02,6.597300168852444738e+06,8.978532661656607461e-02,1.148770102133323689e+03,3.665050261859897091e+03,2.383042976835509762e+04,1.140434335124430072e+05,1.020969296423524647e+05
3.322133333587082689e+02,6.623276797549975105e+06,1.028535077614576715e-01,1.065428759147096116e+03,3.722523962437740465e+03,2.318385466212722167e+04,4.846165258784815524e+04,4.120267114907773794e+04
3.559410597160547240e+02,6.646971427992644720e+06,1.161860781339830451e-01,9.247169506370162253e+02,3.728429257613604477e+03,2.299873604319183869e+04,5.847452822042428124e+03,4.913903158531628833e+03
3.799742102621480626e+02,6.667230659835479222e+06,1.296296136527151366e-01,7.607831997763516938e+02,3.719238149391614115e+03,2.299147606779363559e+04,1.539826412248273982e+03,2.890895967809428839e+02
4.042458002919973978e+02,6.683695074722175486e+06,1.431336610221381755e-01,5.957350705522172802e+02,3.709475407301146788e+03,2.299502019611978176e+04,2.011431494136294873e+02,-2.911760742526536774e+02
4.286881805273818031e+02,6.696212842916788533e+06,1.566730333015187437e-01,4.290819189590299061e+02,3.702857595015292645e+03,2.299965623104482802e+04,2.517679833226558912e+03,-7.646459810044849803e+01
4.532332256673983579e+02,6.704731165504612960e+06,1.702264395810248743e-01,2.647612401536692914e+02,3.697766848628727985e+03,2.299150315611831320e+04,8.999690353425870626e+02,4.041025306837572089e+02
4.778125242657870899e+02,6.709172144096507691e+06,1.837736650803757921e-01,9.645225223375913970e+01,3.696141723026934869e+03,2.300450487676413468e+04,-5.690620282519817152e+01,-2.386526114776748955e+02
5.023575694058036447e+02,6.709509712172213010e+06,1.972914530624765295e-01,-6.856479008113682028e+01,3.694593952019301014e+03,2.300317747751723800e+04,1.888028511854028466e+03,-8.863053554556245217e+02
5.267999496411880500e+02,6.705807743990670890e+06,2.107565890611079740e-01,-2.347391393262001031e+02,3.696713402333181421e+03,2.300832722941436441e+04,5.066303398705002081e+01,-8.329434981958378614e+01
5.510715396710373852e+02,6.698112030250026844e+06,2.241497683846004618e-01,-3.993290092033606129e+02,3.700375356865281447e+03,2.301431032965557824e+04,6.003998855737269196e+02,8.257717444019531783e+00
5.751046902171307238e+02,6.686540964111338370e+06,2.374495454555802521e-01,-5.636902320813308052e+02,3.707286555124997903e+03,2.302330324346568523e+04,5.568163025725468742e+02,-2.125238029331239602e+02
5.988324165744771790e+02,6.671249606401888654e+06,2.506326461172787567e-01,-7.253973786481561774e+02,3.715054589615345776e+03,2.302865561422440442e+04,1.426393162047623093e+02,7.541115877550001301e+01
6.221885853095540142e+02,6.652424000190801919e+06,2.636756559425653124e-01,-8.866470256379718649e+02,3.725935866747568070e+03,2.303810742892979761e+04,7.892203161978336539e+02,-8.919616320915778260e+02
6.451080985858611712e+02,6.630299656605500728e+06,2.765513991538309790e-01,-1.044279254000995252e+03,3.736806243037692184e+03,2.303804126874309077e+04,1.088054802252302409e+02,-4.811986625225277407e+02
6.675270756030286066e+02,6.605142660012728535e+06,2.892337901158718583e-01,-1.199510800276844293e+03,3.750869488998089764e+03,2.303741793357726419e+04,3.402206862363070286e+03,-1.862487833965943537e+03
6.893830306437484978e+02,6.577279659436615184e+06,3.016928482079522800e-01,-1.351077818875681032e+03,3.764855904700121755e+03,2.303642805733542991e+04,9.602035790599818483e+02,3.751858505000605533e+02
7.106150472322522091e+02,6.547141629703342915e+06,3.139010248605476061e-01,-1.477029736898801048e+03,3.780200778004228596e+03,2.289238735629115399e+04,7.149062809151923284e+04,-1.181714166035083690e+04
7.311639479188690984e+02,6.516308509093957953e+06,3.257894213507742109e-01,-1.507578070160928974e+03,3.773117990434141120e+03,2.221348347688212380e+04,1.766522594942921423e+05,-4.069408927257003961e+04
7.509724592173724886e+02,6.486887131110015325e+06,3.372426019966527910e-01,-1.446130838514752440e+03,3.739323087962187856e+03,2.104474367668103150e+04,2.760983247650683625e+05,-7.476899209471787617e+04
7.699853712352821731e+02,6.460647885197682306e+06,3.481320178306134272e-01,-1.311658262519569689e+03,3.672809656717940925e+03,1.956642545508261901e+04,2.720698535624746000e+05,-8.593640522658983537e+04
7.881496915520156108e+02,6.437667907534967177e+06,3.583891282429246261e-01,-1.222984878293998690e+03,3.609923858844954793e+03,1.842196752380120961e+04,2.405020252023521170e+05,-8.109744803360730293e+04
8.054147929156878263e+02,6.418032408978279680e+06,3.679334347547426609e-01,-1.006016771378255839e+03,3.466702115639962358e+03,1.680267050832542736e+04,4.585191010599696310e+05,-1.805639004941748281e+05
8.217325543463655322e+02,6.404829239988842979e+06,3.763310942850084384e-01,-5.973242824714645849e+02,3.078620018739382886e+03,1.460810944282321179e+04,4.515765890551954508e+05,-2.323374332034432737e+05
8.370574952515646601e+02,6.398451498816309497e+06,3.829989792324591247e-01,-2.659399207195006625e+02,2.473388951094120785e+03,1.295584704696820154e+04,2.568018813353812729e+05,-1.687999479577002057e+05
8.513469021784712822e+02,6.395345737554446794e+06,3.879447663253566825e-01,-2.189618978733206518e+02,1.989848364650104713e+03,1.241956708011090268e+04,2.506340103978788036e+01,8.222275860789549640e-01
8.645609478463431969e+02,6.391812648992029019e+06,3.917053344971745954e-01,-3.095689494626587930e+02,1.645307779576204894e+03,1.251354735912494107e+04,7.709959571060826420e+02,-2.460579874317561007e+03
8.766628021207613983e+02,6.387897596061572433e+06,3.944887401630537416e-01,-3.343081667455374486e+02,1.294655116671492578e+03,1.245588431214726188e+04,-1.491015643435054017e+02,2.903343532730897891e+01
8.876187346063907171e+02,6.384085923026418313e+06,3.964564689720521118e-01,-3.573205043235452649e+02,1.001264100368014624e+03,1.251071286446203885e+04,6.606217834674525058e+00,1.238908394864144782e+02
8.973982085400082269e+02,6.380653298889935017e+06,3.977925335342807900e-01,-3.429708640090356653e+02,7.483793289811853811e+02,1.247961606707715328e+04,-7.744763169103032396e+01,1.425781212745052251e+01
9.059739656407984967e+02,6.377725849748842418e+06,3.986749543007597762e-01,-3.382185170643389824e+02,5.691642253367315334e+02,1.252440934328672120e+04,-1.364794039972232156e+02,-1.069739675211309731e+02
9.133221014522050609e+02,6.375332815225386061e+06,3.992474432699610887e-01,-3.130148320474509092e+02,4.290304713271195851e+02,1.249055521541822236e+04,8.909941259696310567e+00,-8.990783917225806476e+01
9.194221302165351517e+02,6.373430320530973375e+06,3.996173311804404049e-01,-3.105971651323614537e+02,3.465987008782809085e+02,1.254463074271499136e+04,5.182959784744655281e+02,-2.222697432889784466e+02
9.242570361077816870e+02,6.372028461371981539e+06,3.998476120037777193e-01,-2.550311537012875363e+02,2.510328021162455627e+02,1.236171145974752835e+04,2.487371499731795338e+05,-1.957203017013804056e+05
9.278132945282195578e+02,6.371272217021091841e+06,3.999603694893932859e-01,-1.606171987315673562e+02,1.473117036023888318e+02,1.195173032896110817e+04,5.144971327339467825e+05,-3.822505575043052086e+05
9.300807172500047955e+02,6.371025118165632710e+06,3.999961167527647521e-01,-4.954796769484139674e+01,4.780755582256144010e+01,1.147712610882854824e+04,7.387955125283977250e+05,-5.597354232831716072e+05
9.310457499331854478e+02,6.371000000000000000e+06,4.000000000000000222e-01,-7.704443471953116074e+00,6.388375309276027814e+00,1.128546855307407895e+04,3.547404158855854766e+05,-3.424370555026538786e+05
